Index,speaker,label_m,comment_m,label_j,comment_j,sent_sv,sent_en,sent_idx,paragraph_idx,comment_translation
1008,Johan Pehrson (L),,,,,Sverige är på många sätt ett nytt land.,Sweden is in many ways a new country.,1,0,
1009,Johan Pehrson (L),,,,,Mycket går det inte att backa tillbaka med och förändra.,There is not much that can be done to go back and change.,2,0,
1010,Johan Pehrson (L),,,,,"Jag är stolt över Sverige på många sätt; vi har ett fantastiskt näringsliv, vi har fantastisk forskning, vi har ett högre utbildningssystem som levererar, kulturellt exporterar vi för en massa varje år och så vidare.","I am proud of Sweden in many ways; we have a fantastic business community, we have fantastic research, we have a higher education system that delivers, culturally we export for a lot every year and so on.",3,0,
1011,Johan Pehrson (L),,,,,Det finns mycket som är bra.,There is a lot that is good.,4,0,
1012,Johan Pehrson (L),,,,,Det finns dock även sådant som är väldigt dåligt.,"However, there are also things that are very bad.",0,1,
1013,Johan Pehrson (L),,,,,"Det är våldet på våra gator, en icke-fungerande och icke hållbar energipolitik och så vidare.","It is violence on our streets, a non-functioning and unsustainable energy policy and so on.",1,1,
1014,Johan Pehrson (L),,,,,Vi samtalar jättegärna med Jimmie Åkesson om detta för att förändra Sverige på det sätt som är rationellt.,We are very happy to talk to Jimmie Åkesson about this in order to change Sweden in the way that is rational.,2,1,
1015,Johan Pehrson (L),,,,,Där kan vi finna varandra.,There we can find each other.,3,1,
1016,Johan Pehrson (L),,,,,"Men våra värderingar är väldigt olika - våra partier startades ju av helt olika skäl, kan man säga.","But our values are very different - our parties were started for completely different reasons, you could say.",4,1,
1017,Johan Pehrson (L),,,,,Jag har en fråga till Jimmie Åkesson om det här med hjärta.,I have a question for Jimmie Åkesson about this with all my heart.,0,2,
1018,Johan Pehrson (L),,,,,Vad tycker han att barnen i flyktinglägren i Jemen ska göra?,What does he think the children in the refugee camps in Yemen should do?,1,2,
1019,Johan Pehrson (L),,,,,"Vad ska de äta, och hur ska vi stödja dem?","What should they eat, and how should we support them?",2,2,
1020,Jimmie Åkesson (SD),,,,,Fru talman!,Madam President!,0,0,
1021,Jimmie Åkesson (SD),,,,,"Det är en relevant fråga, även om utläggningen som föregick den var väldigt lång och bred.","This is a relevant question, even though the explanation that preceded it was very long and broad.",1,0,
1022,Jimmie Åkesson (SD),,,,,Vi har en flyktingsituation i världen som sannolikt är värre än någonsin.,We have a refugee situation in the world that is probably worse than ever.,0,1,
1023,Jimmie Åkesson (SD),,,,,"När jag började diskutera dessa frågor brukade man prata om 30 miljoner flyktingar runt om i världen, och i dag är det 70-80 miljoner som är på flykt, antingen som internflyktingar eller som flyktingar i ett annat land.","When I started discussing these issues, people used to talk about 30 million refugees around the world, and today there are 70-80 million who are on the run, either as internally displaced persons or as refugees in another country.",1,1,
1024,Jimmie Åkesson (SD),,,,,"En relativt sett liten del av dem har kommit till Sverige, och det har vi inte lyckats särskilt väl med.","A relatively small proportion of them have come to Sweden, and we have not succeeded very well with that.",2,1,
1025,Jimmie Åkesson (SD),,,,,Det är dock en annan sak.,"However, that is another matter.",3,1,
1026,Jimmie Åkesson (SD),,,,,Det vi behöver göra - och det är detta vi har drivit hela vägen - är att ge de organisationer som är världsbäst på flyktinghjälp i närområdet de resurser de anser sig behöva för att kunna göra det jobb som behöver göras.,What we need to do - and this is what we have been pushing all the way - is to give the organizations that are the world&#39;s best at refugee aid in the local area the resources they feel they need to be able to do the job that needs to be done.,0,2,
1027,Jimmie Åkesson (SD),,,,,"Det handlar om att i de här lägren tillgodose inte minst barns men också andras rätt till utbildning, tak över huvud, mat, filtar, mediciner och allt det där som är nödvändigt för människor.","It is about in these camps satisfying not least children&#39;s but also others&#39; right to education, shelter, food, blankets, medicines and everything that is necessary for people.",1,2,
1028,Jimmie Åkesson (SD),,,,,"Det har varit vår politik hela tiden, till skillnad från politiken från andra partier i den här församlingen.","It has been our policy all along, unlike the policy of other parties in this House.",2,2,
1029,Jimmie Åkesson (SD),,,,,De vill i stället ta hit ett litet fåtal och lägga tiotals miljarder på dem varje år.,"Instead, they want to bring a small number here and spend tens of billions on them every year.",3,2,
1030,Jimmie Åkesson (SD),,,,,Det är dålig politik.,That&#39;s bad politics.,4,2,
1031,Johan Pehrson (L),,,,,Fru talman!,Madam President!,0,0,
1032,Johan Pehrson (L),,,,,Visst är det så att vi har fattat felaktiga beslut.,"Of course, we have made the wrong decisions.",1,0,
1033,Johan Pehrson (L),,,,,Vi ändrar hela tiden vår politik efter hur omvärlden förändras.,We are constantly changing our policies according to how the world around us is changing.,2,0,
1034,Johan Pehrson (L),,,,,"Sverigedemokraterna har faktiskt gjort en viss resa vad gäller synen på EU, kvinnors rätt att bestämma över sina egna kroppar och till exempel homosexuellas rättigheter.","The Sweden Democrats have actually made a certain journey in terms of the view of the EU, women&#39;s right to decide over their own bodies and, for example, the rights of homosexuals.",3,0,
1035,Johan Pehrson (L),,,,,Det ska man erkänna.,It must be acknowledged.,4,0,
1036,Johan Pehrson (L),,,,,"Jag välkomnar detta, för jag är ju här för att jag vill att fler ska tycka som Liberalerna och vara mer liberalt sinnade.","I welcome this, because I am here because I want more people to like the Liberals and be more liberal-minded.",5,0,
1037,Johan Pehrson (L),,,,,Ett område jag noterar att det fortfarande är svårt att nå fram till Sverigedemokraterna på är dock den internationella solidariteten.,"One area I note that it is still difficult to reach the Sweden Democrats in, however, is international solidarity.",0,1,
1038,Johan Pehrson (L),,,,,För oss liberaler är det solklart att vi har ett ansvar också för det som händer i världen.,"For us liberals, it is clear that we also have a responsibility for what happens in the world.",1,1,
1039,Johan Pehrson (L),,,,,Vi har ett ansvar för de fattiga barn som svälter i Jemens flyktingläger just nu.,We have a responsibility to the poor children who are starving in Yemen&#39;s refugee camps right now.,2,1,
1040,Johan Pehrson (L),,,,,Därför är det obegripligt att Sverigedemokraterna vill skära ned på svenskt bistånd så kraftigt.,That is why it is incomprehensible that the Sweden Democrats want to cut Swedish aid so sharply.,3,1,
1041,Johan Pehrson (L),,,,,Vi har ett moraliskt ansvar att se till att fler människor får frihet att forma sina egna liv.,We have a moral responsibility to ensure that more people have the freedom to shape their own lives.,4,1,
1042,Johan Pehrson (L),,,,,Där går vi isär.,There we go apart.,5,1,
1043,Jimmie Åkesson (SD),,,,,Fru talman!,Madam President!,0,0,
1044,Jimmie Åkesson (SD),,,,,"För mig är det helt obegripligt att Liberalerna trots att landet ser ut som det gör i dag, trots de resursbrister vi har i vården och i hela välfärden, trots att människor skjuts på gatorna och så vidare - Johan Pehrson räknade själv upp ett antal problem vi har i dag - fortsatt är beredda att så infernaliskt hårt stå fast vid enprocentsmålet.","To me, it is completely incomprehensible that the Liberals, despite the fact that the country looks like it does today, despite the lack of resources we have in health care and in all welfare, despite the fact that people are being pushed into the streets and so on - Johan Pehrson himself listed a number of problems have today - are still prepared to stick so infernally hard to the one percent target.",1,0,
1045,Jimmie Åkesson (SD),,,,,Det handlar alltså om 60 miljarder om året.,It is thus about 60 billion a year.,0,1,
1046,Jimmie Åkesson (SD),,,,,Det är 60 miljarder av svenska skattepengar som ska gå till andra länders medborgare.,60 billion of Swedish tax money will go to citizens of other countries.,1,1,
1047,Jimmie Åkesson (SD),,,,,Hade alla de pengarna gått till fattiga barn i Jemen eller andra delar av världen kanske det hade varit en rimlig prioritering.,"Had all that money gone to poor children in Yemen or other parts of the world, it might have been a reasonable priority.",2,1,
1048,Jimmie Åkesson (SD),,,,,Det kanske hade varit det.,Maybe it would have been.,3,1,
1049,Jimmie Åkesson (SD),,,,,"Men de gör inte det, utan väldigt mycket av de här pengarna går rakt ned i fickan på korrupta regimer.","But they do not, but very much of this money goes straight into the pockets of corrupt regimes.",4,1,
1050,Jimmie Åkesson (SD),,,,,Väldigt mycket av pengarna har vi ingen aning om var någonstans de tar vägen.,Very much of the money we have no idea where anywhere they go.,5,1,
1051,Jimmie Åkesson (SD),,,,,Det är det som är problemet.,That is the problem.,6,1,
1052,Jimmie Åkesson (SD),,,,,Det är klart att vi ska ta ett internationellt ansvar.,It is clear that we must take international responsibility.,0,2,
1053,Jimmie Åkesson (SD),,,,,"Vi har ett moraliskt ansvar, och vi ska ta det.","We have a moral responsibility, and we must take it.",1,2,
1054,Jimmie Åkesson (SD),,,,,"Men vi måste ta det med sunt förnuft och balans, och med tanke på hur vårt land ser ut i dag är det inte rimligt att skicka 60 miljarder rakt ut i ett svart hål.","But we must take it with common sense and balance, and given what our country looks like today, it is not reasonable to send 60 billion straight into a black hole.",2,2,
1055,Jimmie Åkesson (SD),,,,,Det är inte rimligt.,That is not reasonable.,3,2,
1056,Jimmie Åkesson (SD),,,,,(Applåder),(Applause),0,3,
1057,Per Bolund (MP),,,,,Fru talman!,Madam President!,0,0,
1058,Per Bolund (MP),,,,,Under julledigheten såg jag filmen Don't Look Up med bland andra Leonardo DiCaprio och Jennifer Lawrence.,"During the Christmas holidays, I saw the film Don&#39;t Look Up with Leonardo DiCaprio and Jennifer Lawrence, among others.",1,0,
